Original,Encripted
butt,uttbay
though,houghtay
peacetime,eacetimepay
composed,omposedcay
exchange,exchangeyay
human,umanhay
than,hantay
joke,okejay
turd,urdtay
explanation,explanationyay
words,ordsway
fingers,ingersfay
white,hiteway
almost,almostyay
far,arfay
russian,ussianray
apostles,apostlesyay
away,awayyay
hold,oldhay
grows,rowsgay
absent,absentyay
rides,idesray
windows,indowsway
could,ouldcay
peace,eacepay
does,oesday
airy,airyyay
goes,oesgay
say,aysay
knee,neekay
crime,rimecay
fling,lingfay
trunks,runkstay
army,armyyay
keeps,eepskay
loaf,oaflay
lively,ivelylay
leather,eatherlay
under,underyay
from,romfay
most,ostmay
take,aketay
dozen,ozenday
overbut,overbutyay
as,asyay
pitiful,itifulpay
me,emay
happens,appenshay
sink,inksay
tomorrow,omorrowtay
grievous,rievousgay
animals,animalsyay
everything,everythingyay
dirty,irtyday
fair,airfay
objective,objectiveyay
thumbin,humbintay
first,irstfay
awful,awfulyay
smiles,milessay
poker,okerpay
my,ymay
close,losecay
compelled,ompelledcay
get,etgay
yes,esyay
weeks,eeksway
ourselves,ourselvesyay
properly,roperlypay
cakes,akescay
us,usyay
together,ogethertay
knew,newkay
shut,hutsay
ask,askyay
stone,tonesay
contentment,ontentmentcay
watch,atchway
wind,indway
should,houldsay
used,usedyay
put,utpay
kindly,indlykay
alone,aloneyay
terribly,erriblytay
intrigues,intriguesyay
cottages,ottagescay
being,eingbay
soldier,oldiersay
strange,trangesay
silken,ilkensay
years,earsyay
distressing,istressingday
feel,eelfay
float,loatfay
meal,ealmay
says,ayssay
right,ightray
burden,urdenbay
yesterday,esterdayyay
stuff,tuffsay
had,adhay
duty,utyday
stand,tandsay
share,haresay
accompany,accompanyyay
eight,eightyay
cunning,unningcay
seems,eemssay
german,ermangay
if,ifyay
simply,implysay
huts,utshay
childlike,hildlikecay
recruit,ecruitray
furrows,urrowsfay
too,ootay
practically,racticallypay
ill,illyay
hours,ourshay
bigger,iggerbay
more,oremay
look,ooklay
pack,ackpay
ground,roundgay
takes,akestay
notwithstanding,otwithstandingnay
comrades,omradescay
in,inyay
or,oryay
news,ewsnay
dig,igday
company,ompanycay
probably,robablypay
our,ouryay
nap,apnay
doesnt,oesntday
coarse,oarsecay
people,eoplepay
pupil,upilpay
farther,artherfay
bernard,ernardbay
amongst,amongstyay
nipped,ippednay
laboratory,aboratorylay
think,hinktay
desire,esireday
perhaps,erhapspay
girls,irlsgay
companionship,ompanionshipcay
how,owhay
saw,awsay
where,hereway
cigarettes,igarettescay
nervous,ervousnay
couple,ouplecay
price,ricepay
slice,licesay
father,atherfay
pitilessness,itilessnesspay
beards,eardsbay
pair,airpay
resting,estingray
command,ommandcay
brotherly,rotherlybay
figures,iguresfay
soup,oupsay
out,outyay
changes,hangescay
dark,arkday
peasants,easantspay
whom,homway
sausage,ausagesay
cutting,uttingcay
begin,eginbay
live,ivelay
fund,undfay
cloud,loudcay
around,aroundyay
do,oday
gay,aygay
ladle,adlelay
hit,ithay
habiteven,abitevenhay
surrounded,urroundedsay
scolded,coldedsay
seen,eensay
greedily,reedilygay
funds,undsfay
eaten,eatenyay
thinkhonest,hinkhonesttay
cooked,ookedcay
disentanglement,isentanglementday
purpose,urposepay
arranging,arrangingyay
mouthful,outhfulmay
railway,ailwayray
village,illagevay
round,oundray
sergeantmajors,ergeantmajorssay
ducksbut,ucksbutday
another,anotheryay
cheer,heercay
beautiful,eautifulbay
third,hirdtay
sing,ingsay
stands,tandssay
there,heretay
few,ewfay
all,allyay
thick,hicktay
cannot,annotcay
cosy,osycay
whole,holeway
heart,earthay
violinist,iolinistvay
terms,ermstay
sundays,undayssay
abyss,abyssyay
garbage,arbagegay
asked,askedyay
advance,advanceyay
seal,ealsay
many,anymay
always,alwaysyay
eldest,eldestyay
longer,ongerlay
sowhat,owhatsay
booty,ootybay
chief,hiefcay
transform,ransformtay
so,osay
an,anyay
two,wotay
this,histay
stalks,talkssay
officers,officersyay
luisa,uisalay
dressings,ressingsday
morning,orningmay
stove,tovesay
because,ecausebay
momentarily,omentarilymay
blouses,lousesbay
creature,reaturecay
points,ointspay
reaping,eapingray
tails,ailstay
martens,artensmay
one,oneyay
anymore,anymoreyay
play,laypay
may,aymay
is,isyay
comes,omescay
beforehand,eforehandbay
pale,alepay
bad,adbay
any,anyyay
high,ighhay
wire,ireway
wags,agsway
dies,iesday
and,andyay
piece,iecepay
those,hosetay
luxury,uxurylay
rarely,arelyray
crusts,rustscay
once,onceyay
troubles,roublestay
draw,rawday
possibility,ossibilitypay
dead,eadday
sufficient,ufficientsay
territorials,erritorialstay
able,ableyay
twelve,welvetay
rooms,oomsray
loafers,oaferslay
deal,ealday
sleep,leepsay
peelings,eelingspay
doctors,octorsday
find,indfay
full,ullfay
class,lasscay
half,alfhay
guiltlessif,uiltlessifgay
try,rytay
nourishment,ourishmentnay
little,ittlelay
burdens,urdensbay
afterwards,afterwardsyay
knees,neeskay
knowbeg,nowbegkay
even,evenyay
pick,ickpay
operation,operationyay
own,ownyay
physical,hysicalpay
were,ereway
behind,ehindbay
it,ityay
shoot,hootsay
silent,ilentsay
wanted,antedway
quixotic,uixoticqay
parted,artedpay
here,erehay
stars,tarssay
when,henway
mouldy,ouldymay
food,oodfay
poor,oorpay
looks,ookslay
foraging,oragingfay
cigarette,igarettecay
rubbish,ubbishray
bag,agbay
ham,amhay
panting,antingpay
masturbate,asturbatemay
matter,attermay
crack,rackcay
a,ayay
sugar,ugarsay
hardly,ardlyhay
moves,ovesmay
sand,andsay
again,againyay
bent,entbay
run,unray
begins,eginsbay
eyes,eyesyay
utmost,utmostyay
clothing,lothingcay
way,ayway
soft,oftsay
display,isplayday
between,etweenbay
kills,illskay
tells,ellstay
never,evernay
ours,oursyay
tiniest,iniesttay
threshing,hreshingtay
act,actyay
terror,errortay
expensive,expensiveyay
immense,immenseyay
talk,alktay
country,ountrycay
usual,usualyay
these,hesetay
life,ifelay
birch,irchbay
turn,urntay
job,objay
cut,utcay
dregs,regsday
they,heytay
after,afteryay
days,aysday
grim,rimgay
sag,agsay
grasses,rassesgay
worry,orryway
breezes,reezesbay
now,ownay
off,offyay
field,ieldfay
sergeantcook,ergeantcooksay
moment,omentmay
guard,uardgay
keep,eepkay
free,reefay
generally,enerallygay
resistance,esistanceray
nature,aturenay
barbedwire,arbedwirebay
thought,houghttay
ended,endedyay
kinds,indskay
by,ybay
apathetic,apatheticyay
directly,irectlyday
humour,umourhay
caredwe,aredwecay
mostly,ostlymay
afford,affordyay
forms,ormsfay
things,hingstay
his,ishay
headache,eadachehay
sheer,heersay
fool,oolfay
boots,ootsbay
stood,toodsay
lose,oselay
boiled,oiledbay
him,imhay
expects,expectsyay
reach,eachray
meyer,eyermay
needs,eedsnay
depot,epotday
highest,ighesthay
well,ellway
forget,orgetfay
faces,acesfay
tickets,icketstay
carrot,arrotcay
woods,oodsway
rather,atherray
bread,readbay
would,ouldway
existence,existenceyay
droop,roopday
noncommissioned,oncommissionednay
sound,oundsay
he,ehay
she,hesay
fragments,ragmentsfay
make,akemay
thoughts,houghtstay
newspapers,ewspapersnay
potatoes,otatoespay
closely,loselycay
finding,indingfay
across,acrossyay
begging,eggingbay
given,ivengay
piano,ianopay
world,orldway
return,eturnray
kramer,ramerkay
troops,roopstay
that,hattay
deepens,eepensday
possible,ossiblepay
usagainst,usagainstyay
trenches,renchestay
today,odaytay
still,tillsay
gone,onegay
heights,eightshay
leaves,eaveslay
chorale,horalecay
dying,yingday
mother,othermay
very,eryvay
might,ightmay
pay,aypay
above,aboveyay
come,omecay
dysentery,ysenteryday
face,acefay
next,extnay
lost,ostlay
heather,eatherhay
opalescent,opalescentyay
misery,iserymay
alongside,alongsideyay
hospital,ospitalhay
reorganized,eorganizedray
foreheads,oreheadsfay
yet,etyay
sees,eessay
breathe,reathebay
grub,rubgay
foggy,oggyfay
gives,ivesgay
hans,anshay
quickly,uicklyqay
possess,ossesspay
gave,avegay
met,etmay
tell,elltay
war,arway
beech,eechbay
altered,alteredyay
good,oodgay
copper,oppercay
which,hichway
camp,ampcay
occasionally,occasionallyyay
feeling,eelingfay
fathers,athersfay
shadow,hadowsay
colour,olourcay
piecing,iecingpay
month,onthmay
worthy,orthyway
annihilation,annihilationyay
short,hortsay
occurs,occursyay
solemnity,olemnitysay
damned,amnedday
friesland,rieslandfay
wait,aitway
breath,reathbay
help,elphay
glow,lowgay
was,asway
strangely,trangelysay
every,everyyay
other,otheryay
cancer,ancercay
doctor,octorday
small,mallsay
word,ordway
long,onglay
saying,ayingsay
bellies,elliesbay
sympathy,ympathysay
settle,ettlesay
stoves,tovessay
toward,owardtay
distinction,istinctionday
men,enmay
canteen,anteencay
ghost,hostgay
who,howay
evenings,eveningsyay
waiting,aitingway
hands,andshay
necks,ecksnay
hard,ardhay
spread,preadsay
mechanically,echanicallymay
fetches,etchesfay
quiet,uietqay
starving,tarvingsay
wrap,rapway
lean,eanlay
produces,roducespay
specially,peciallysay
six,ixsay
miserable,iserablemay
storks,torkssay
gold,oldgay
continues,ontinuescay
millions,illionsmay
sways,wayssay
must,ustmay
besides,esidesbay
lightly,ightlylay
kick,ickkay
hair,airhay
buried,uriedbay
only,onlyyay
bearable,earablebay
spot,potsay
emotion,emotionyay
feelings,eelingsfay
order,orderyay
be,ebay
object,objectyay
rice,iceray
wear,earway
smoke,mokesay
lies,ieslay
going,oinggay
pot,otpay
afterward,afterwardyay
beside,esidebay
red,edray
ago,agoyay
bow,owbay
for,orfay
show,howsay
sun,unsay
at,atyay
save,avesay
formerly,ormerlyfay
invalids,invalidsyay
green,reengay
upon,uponyay
death,eathday
brought,roughtbay
bounce,ouncebay
midday,iddaymay
beg,egbay
torture,orturetay
really,eallyray
better,etterbay
minute,inutemay
bitterly,itterlybay
eat,eatyay
condemnation,ondemnationcay
place,lacepay
poles,olespay
hook,ookhay
frontline,rontlinefay
hammerling,ammerlinghay
sister,istersay
comfortable,omfortablecay
whatever,hateverway
the,hetay
looked,ookedlay
table,abletay
late,atelay
roomout,oomoutray
flowers,lowersfay
expression,expressionyay
folding,oldingfay
anything,anythingyay
autumntinted,autumntintedyay
fences,encesfay
mad,admay
fare,arefay
sunday,undaysay
dances,ancesday
anyway,anywayyay
